Addresses
"[Chen, Jeff Zeyun] Texas Christian Univ, Ft Worth, TX 76129 USA; [Chen, Mei-Hui] Natl Def Univ, Washington, DC 20319 USA; [Chin, Chen-Lung] Natl Chengchi Univ, Taipei, Taiwan; [Lobo, Gerald J.] Univ Houston, Houston, TX 77004 USA"
"[Chang, Wen-Ching; Chen, Jui-Pin] Natl Changhua Univ Educ, Dept Accounting, Changhua, Taiwan"
"[Defond, Mark L.; Zhang, Fan] Univ Southern Calif, Leventhal Sch Accounting, Los Angeles, CA 90007 USA; [Zhang, Jieying] Univ Texas Dallas, Naveen Jindal Sch Management, Richardson, TX 75083 USA"
"[Deng, Yingwen; Zhang, Min; Wu, Yaqian] Renmin Univ China, Sch Business, 59 Zhongguancun St, Beijing 100872, Peoples R China; [Xie, Lu] Jinan Univ, Sch Management, 601 Huangpu Ave West, Guangzhou 510632, Peoples R China"
"[Sun, Jinghui; Wang, Jianling; Qi, Baolei] Xi An Jiao Tong Univ, Sch Management, Dept Accounting & Finance, Xian 710049, Shaanxi, Peoples R China; [Sun, Jinghui] Xian Univ Posts & Telecommun, Xian 710061, Shaanxi, Peoples R China; [Kent, Pamela] Queensland Univ Technol, Sch Accountancy, Garden Point Campus,2 George St, Brisbane, Qld 4000, Australia; [Kent, Pamela] Univ Adelaide, 10 Pulteney St, Adelaide, SA 5005, Australia"
"[Zhang, Rui; Tian, Gaoliang; Fonseka, Mohan M.] Xi An Jiao Tong Univ, Sch Management, Xian, Shaanxi, Peoples R China; [Zhang, Rui; Wong, Raymond M. K.] City Univ Hong Kong, Coll Business, Hong Kong, Peoples R China"
"[Gong, Guangming; Xiao, Liang] Hunan Univ, Business Sch, Changsha 410079, Hunan, Peoples R China; [Xu, Si] South China Normal Univ, Sch Econ & Management, Guangzhou 510006, Guangdong, Peoples R China; [Gong, Xun] Hunan Univ, Coll Finance & Stat, Changsha 410079, Hunan, Peoples R China"
"[Burke, Jenna J.] Univ Colorado Denver, Denver, CO 80204 USA; [Hoitash, Rani] Bentley Univ, Waltham, MA 02452 USA; [Hoitash, Udi] Northeastern Univ, Boston, MA 02115 USA"
"[Wang, Yun; Li, Yanxi; Song, Jinbo] Dalian Univ Technol, Sch Econ & Management, Dalian 116024, Peoples R China; [Ma, Zhuang] Hangzhou Dianzi Univ, Sch Accounting, Hangzhou 310018, Zhejiang, Peoples R China"
"[Kallunki, Jenni; Kallunki, Juha-Pekka] Univ Oulu, Oulu, Finland; [Kallunki, Juha-Pekka; Niemi, Lasse] Aalto Univ, Espoo, Finland; [Kallunki, Juha-Pekka; Nilsson, Henrik] Stockholm Sch Econ, Stockholm, Sweden"
"[De Fuentes, Cristina; Porcuna, Ruben] Univ Valencia, Fac Econ, Valencia, Spain"
"[Ocak, Murat] Trakya Univ, Edirne, Turkey; [Can, Gokberk] Amer Univ Middle East, Coll Business Adm, Kuwait, Kuwait"
"[Pinto, Ines; Morais, Ana Isabel] Univ Lisbon, ISEG Lisbon Sch Econ & Management, Advance CSG, Lisbon, Portugal"
"[Gul, Ferdinand A.] Deakin Univ, Geelong, Vic, Australia; [Lim, Chee Yeow] Singapore Management Univ, Singapore, Singapore; [Wang, Kun] Tsinghua Univ, Beijing, Peoples R China; [Xu, Yanping] Jinan Univ, Jinan, Shandong, Peoples R China"
"[Kung, Fan-Hua; Chang, Yu-Shan; Zhou, Minting] Tamkang Univ, Dept Accounting, New Taipei, Taiwan"
"[He, Xianjie] Shanghai Univ Finance & Econ, Shanghai, Peoples R China; [Kothari, S. P.] MIT, 77 Massachusetts Ave, Cambridge, MA 02139 USA; [Xiao, Tusheng] Cent Univ Finance & Econ, Beijing, Peoples R China; [Zuo, Luo] Cornell Univ, Ithaca, NY 14853 USA"
"[Che, Limei] Univ South Eastern Norway, Notodden, Norway; [Langli, John Christian] Umea Sch Business Econ & Stat, Umea, Sweden; [Langli, John Christian; Svanstrom, Tobias] BI Norwegian Business Sch, Oslo, Norway"
"[Lennox, Clive S.] Univ Southern Calif, Los Angeles, CA 90089 USA; [Wu, Xi] Cent Univ Finance & Econ, Beijing, Peoples R China"
"[Cameran, Mara; Ditillo, Angelo; Pettinicchio, Angela] Bocconi Univ, Dept Accounting, Milan, Italy"
