Addresses
"[Shen, Hongtao] Jinan Univ, Dept Accounting, Guangzhou, Peoples R China; [Wu, Huiying] Western Sydney Univ, Sch Business, Dept Accounting, Sydney, NSW, Australia; [Wu, Xiting] Xiamen Univ, Xiamen, Peoples R China; [You, Jiaxing] Xiamen Univ, Sch Management, Dept Finance, Xiamen, Peoples R China"
"[Wan, Liangyong; Ren, Liuyang] South China Univ Technol, Sch Business Adm, Guangzhou 510640, Guangdong, Peoples R China; [Lin, Bingxuan; Xu, Xiaowei] Univ Rhode Isl, Coll Business, Kingston, RI 02881 USA; [Lin, Bingxuan] Sun Yat Sen Univ, Sch Business, Guangzhou 510275, Guangdong, Peoples R China"
"[Shi, Haina] Fudan Univ, Sch Management, Dept Accounting, Shanghai, Peoples R China; [Wen, Wen] Beijing Foreign Studies Univ, Int Business Sch, Beijing, Peoples R China; [Zhou, Gaoguang] Hong Kong Baptist Univ, Dept Accountancy & Law, Hong Kong, Peoples R China; [Zhu, Xindong (Kevin)] City Univ Hong Kong, Dept Accountancy, Hong Kong, Peoples R China"
"[Xue, Fujing; Li, Xiaoyu; Zhang, Ting; Hu, Nan] Xi An Jiao Tong Univ, Sch Management, Xian, Peoples R China"
"[He, Chang] City Univ Hong Kong, Coll Business, Dept Accountancy, Hong Kong, Peoples R China; [Li, Chao Kevin; Monroe, Gary S.] UNSW Sydney, Business Sch, Sch Accounting Auditing & Taxat, Sydney, NSW, Australia; [Si, Yi] Xi An Jiao Tong Univ, Sch Management, Dept Accounting & Finance, Xian, Shaanxi, Peoples R China"
"[Li, Liuchuang; Qi, Baolei] Xi An Jiao Tong Univ, Sch Management, Xian, Shaanxi, Peoples R China; [Zhang, Jieying] Univ Texas Dallas, Naveen Jindal Sch Management, Dept Accounting, Dallas, TX USA"
"[Doxey, Marcus M.; Lopez, Thomas J.; Swanquist, Quinn T.] Univ Alabama, Tuscaloosa, AL 35487 USA; [Lawson, James G.] Bucknell Univ, Lewisburg, PA 17837 USA"
"[Zhang, Yanan; Zhu, Bing] Cent Univ Finance & Econ, Sch Accountancy, 39 South Coll Rd, Beijing 100081, Peoples R China"
"[Zimmerman, Aleksandra B.] Florida State Univ, Coll Business, Dept Accountancy, Tallahassee, FL 32306 USA; [Bills, Kenneth L.] Michigan State Univ, Eli Broad Coll Business, Dept Accounting & Informat Syst, E Lansing, MI 48824 USA; [Causholli, Monika] Univ Kentucky, Garton Coll Business & Econ, Von Allmen Sch Accountancy, Dept Accountancy, Lexington, KY USA"
"[Ocak, Murat; Kablan, Ali] Trakya Univ, Uzunkopru Sch Appl Sci, Uzunkopru Campus, TR-22300 Uzunkopru, Edirne, Turkey; [Dursun, Gunay Deniz] Istanbul Aydin Univ, Fac Econ & Adm Sci, Istanbul, Turkey"
"[Hao, Jie] Susquehanna Univ, 514 Univ Ave, Selinsgrove, PA 17870 USA; [Pham, Viet] Wright State Univ, 3640 Colonel Glenn Highway, Dayton, OH 45435 USA; [Guo, Meng] Eastern Connecticut State Univ, 83 Windham St, Willimantic, CT 06226 USA"
"[Chu, Jenny] Univ Cambridge, Cambridge Judge Business Sch, Cambridge, England; [Florou, Annita; Pope, Peter F.] Bocconi Univ, Dept Accounting, Milan, Italy"
"[Jiu, Lili] Chinese Univ Hong Kong, Hong Kong, Peoples R China; [Liu, Bin] Chongqing Univ, Chongqing, Peoples R China; [Liu, Yuanyuan] Xiamen Univ, Xiamen, Peoples R China"
"[Chen, Huangyue; Tan, Xiaoping] University of Chicago, Sch Management, Guangzhou, Peoples R China; [Cao, Qun] China Agr Univ, Beijing, Peoples R China"
"[Cheng, C. S. Agnes] Hong Kong Polytech Univ, Sch Accounting & Finance, Hung Hom, Hong Kong, Peoples R China; [Wang, Kun] Tsinghua Univ, Sch Econ & Management, Beijing, Peoples R China; [Xu, Yanping] Jinan Univ, Sch Management, Guangzhou, Peoples R China; [Zhang, Ning] Queens Univ, Smith Sch Business, Kingston, ON, Canada"
"[Kend, Michael; Nguyen, Lan Anh] RMIT Univ, Melbourne, Vic, Australia"
